Administrative,Informational,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Customer Name,City,State,Email,Weekend,total_duration,Revenue
5,0,22,0,0.008,0,0.2,May,2,2,3,2,New_Visitor,Julie Wilson,Melissaton,New York,julie.wilson@gmail.com,FALSE,540.8,Non-Buyers
7,5,116,0.001858304,0.012303523,3.701618891,0,Dec,2,2,2,2,Returning_Visitor,Kayla Hardy,South Shannonburgh,Arizona,kayla.hardy@gmail.com,FALSE,3552.990657,Non-Buyers
0,0,2,0,0.1,0,0,May,1,1,1,4,Returning_Visitor,Ashley Frank,Robertborough,Louisiana,ashley.frank@gmail.com,TRUE,70,Non-Buyers
1,0,32,0,0.006060606,78.12165404,0,Dec,8,5,5,5,Other,Phyllis Diaz,Pamelabury,South Carolina,phyllis.diaz@gmail.com,FALSE,1287.75,Buyers
0,3,153,0.006174089,0.020586081,0,0,Nov,2,2,1,3,Returning_Visitor,Laura Nunez,Jacksonshire,Florida,laura.nunez@gmail.com,FALSE,5903.211905,Non-Buyers
1,0,39,0.011965812,0.017802198,0,0,Mar,3,2,1,3,Returning_Visitor,Stephanie Reilly,Ellenburgh,Pennsylvania,stephanie.reilly@gmail.com,FALSE,1162.5,Non-Buyers
3,0,39,0,0.000696864,0,0,Nov,2,4,1,2,New_Visitor,Patrick Howell,South Kevinborough,Illinois,patrick.howell@gmail.com,FALSE,812.3499999999999,Non-Buyers
2.321814608581723,0,31.786971110565513,0.005882353,0.023529412,0,0,Aug,1,1,3,2,Returning_Visitor,Monica White,Port Austinmouth,Oklahoma,monica.white@gmail.com,FALSE,606.94,Non-Buyers
1,1,28,0.004597701,0.040229885,0,0,Dec,2,2,1,1,Returning_Visitor,Michael Fowler,Michaelfort,Kansas,michael.fowler@gmail.com,TRUE,1470.5,Non-Buyers
0,0,20,0.005,0.006428571,0,0.8,May,2,4,4,2,Returning_Visitor,Brendan Johnson,New Jamieport,New Mexico,brendan.johnson@gmail.com,FALSE,1066.166667,Non-Buyers
0,0,14,0.021428571,0.079761905,0,0,Jul,4,5,3,3,Returning_Visitor,Aaron Meyer,North Allen,Nebraska,aaron.meyer@gmail.com,FALSE,406.8666667,Non-Buyers
0,0,49,0,0.004166667,9.0847678,0,Nov,3,2,4,5,Returning_Visitor,Seth White,Potterside,Colorado,seth.white@gmail.com,TRUE,1768.980303,Buyers
0,0,2,0,0.1,0,0,Nov,8,2,4,3,Returning_Visitor,Kyle Blair,North Bryanfort,Colorado,kyle.blair@gmail.com,FALSE,1121.5,Non-Buyers
0,0,24,0.022727273,0.062121212,0,0,Dec,2,5,4,1,Returning_Visitor,Donna Howard,New Jesusville,Minnesota,donna.howard@gmail.com,FALSE,1050.5,Non-Buyers
2,1,20,0,0.015873016,0,0,Mar,3,2,3,1,Returning_Visitor,Ryan Mejia,North Fredton,Nebraska,ryan.mejia@gmail.com,FALSE,1718.738096,Non-Buyers
0,0,6,0,0.033333333,0,0,Mar,2,4,5,5,Returning_Visitor,Holly Gay,Smithtown,New Mexico,holly.gay@gmail.com,FALSE,216,Non-Buyers
0,0,2,0.05,0.066666667,0,0.8,Feb,3,3,1,3,Returning_Visitor,Ashley Rogers,Joanneland,North Dakota,ashley.rogers@gmail.com,FALSE,114,Non-Buyers
4,5,61,0,0.019375,0,0,Nov,2,5,5,2,Returning_Visitor,James Stevens,Elizabethhaven,Arizona,james.stevens@gmail.com,TRUE,4410.7916669999995,Non-Buyers
1,0,39,0.017105263,0.047105263,0,0,Mar,2,2,1,3,Returning_Visitor,Cynthia Dunn,Lake Brian,Delaware,cynthia.dunn@gmail.com,FALSE,2487.5,Non-Buyers
0,0,2,0.2,0.2,0,0,Jun,3,2,4,5,Returning_Visitor,Amanda Miller,Melodytown,West Virginia,amanda.miller@gmail.com,FALSE,0,Non-Buyers
0,0,52,0.007692308,0.032692308,0,1,May,2,2,5,5,Returning_Visitor,Vanessa Clark,Escobarchester,Nebraska,vanessa.clark@gmail.com,TRUE,1624.223485,Non-Buyers
0,0,8,0.04375,0.02875,0,0,Dec,1,2,1,1,Returning_Visitor,Levi Booker,North Davidhaven,Massachusetts,levi.booker@gmail.com,TRUE,141.6666667,Non-Buyers
2,1,34,0.010810811,0.021212121,23.60518919,0.2,May,2,2,5,4,Returning_Visitor,Brittany Lane,Chandlerstad,Virginia,brittany.lane@gmail.com,FALSE,1606.709524,Buyers
1,0,12,0.018181818,0.027272727,68.88769355,0,Nov,3,2,1,2,New_Visitor,Bryan Lopez,North Marissa,Georgia,bryan.lopez@gmail.com,FALSE,2229.5,Buyers
0,0,23,0.039130435,0.093478261,0,0,Nov,3,2,5,5,Returning_Visitor,Jeffrey Deleon,Juliechester,Michigan,jeffrey.deleon@gmail.com,FALSE,1375.916667,Non-Buyers
1,0,14,0,0.004761905,17.5336164,0,Nov,2,2,5,5,New_Visitor,Shawn Bean,Harthaven,Illinois,shawn.bean@gmail.com,TRUE,1189,Buyers
5,0,21,0.004,0.008666667,41.86896,0,May,3,3,1,4,Returning_Visitor,Miranda Hopkins,North Dawnview,Ohio,miranda.hopkins@gmail.com,FALSE,1242.9,Buyers
0,0,11,0.018181818,0.018181818,0,0,Nov,1,1,1,2,New_Visitor,Amanda Mendoza,South Melissaland,Montana,amanda.mendoza@gmail.com,FALSE,146.5,Non-Buyers
5,0.5029048359381393,41,0,0.007142857,0,0,Dec,1,1,3,2,Returning_Visitor,Derek Warner,Lake David,Washington,derek.warner@gmail.com,TRUE,1915.733333,Non-Buyers
0,0,41,0.045238095,0.078571429,0,0.8,May,2,5,1,5,Returning_Visitor,Mary Alexander,North Brady,Delaware,mary.alexander@gmail.com,FALSE,3272,Non-Buyers
0,0,14,0,0.014285714,0,0,May,2,2,1,2,Returning_Visitor,Michelle Daniel,Martinezchester,Minnesota,michelle.daniel@gmail.com,FALSE,221.5,Non-Buyers
2.321814608581723,0.5029048359381393,37,0.024242424,0.038460744,6.062330164,0,Dec,1,1,5,1,Returning_Visitor,Preston Benitez,North Andrewview,Virginia,preston.benitez@gmail.com,FALSE,1678.698016,Non-Buyers
1,0,38,0.012280702,0.015614035,9.09277193,0,Mar,1,1,2,2,Returning_Visitor,Thomas Jefferson,Heathershire,Mississippi,thomas.jefferson@gmail.com,FALSE,2895.150794,Buyers
0,1,75,0.002631579,0.017324561,0,0,Mar,2,2,3,1,Returning_Visitor,Joshua Hale,Rachelland,Connecticut,joshua.hale@gmail.com,FALSE,5034.666667,Non-Buyers
0,0.5029048359381393,2,0,0.1,0,0,May,1,1,1,3,Returning_Visitor,Dawn Cain,New Tiffanymouth,Nebraska,dawn.cain@gmail.com,TRUE,46.419428966751106,Non-Buyers
1,1,22,0.017391304,0.02057971,0,0,Nov,3,2,5,5,Returning_Visitor,Paul Baldwin,Robinsonmouth,Idaho,paul.baldwin@gmail.com,FALSE,718.3666667,Non-Buyers
1,1,16,0.013333333,0.033777778,0,0,Mar,2,2,5,2,Returning_Visitor,Elizabeth Sutton,North Darrelltown,Pennsylvania,elizabeth.sutton@gmail.com,FALSE,1035.5,Non-Buyers
2,0,21,0.004347826,0.010434783,0,0,Mar,2,2,1,3,Returning_Visitor,Jackie Swanson,Lake Amandamouth,Louisiana,jackie.swanson@gmail.com,FALSE,740.2380952,Non-Buyers
1,0,3,0,0.05,0,0,Nov,2,2,5,2,New_Visitor,Linda Oneill,Brendafort,South Carolina,linda.oneill@gmail.com,TRUE,243,Non-Buyers
0,0,8,0,0.044444444,0,0,Dec,2,2,1,5,Returning_Visitor,Andrew Warner,North Kimberly,New Mexico,andrew.warner@gmail.com,FALSE,186,Non-Buyers
2,1,55,0,0.003486395,0,0,Nov,3,2,4,5,Returning_Visitor,Mark Fernandez,Lake Nicole,Connecticut,mark.fernandez@gmail.com,TRUE,2527.025,Non-Buyers
0,0,9,0.088888889,0.122222222,0,0,Dec,2,2,1,3,Returning_Visitor,Rachel Snyder,Mollystad,Pennsylvania,rachel.snyder@gmail.com,FALSE,69.75,Non-Buyers
2.321814608581723,0,17,0.013333333,0.046666667,0,0,Dec,1,1,3,1,Returning_Visitor,Collin Glenn,Hunterport,Nebraska,collin.glenn@gmail.com,TRUE,532.75,Non-Buyers
1,0,22,0.004,0.021333333,14.92784091,0,Nov,2,2,1,2,Returning_Visitor,Lawrence Bray,South Heather,Maine,lawrence.bray@gmail.com,FALSE,844.2427272,Non-Buyers
1,0,8,0,0.011111111,0,0,Mar,3,2,1,2,New_Visitor,Jacqueline Armstrong,Lake Michael,Mississippi,jacqueline.armstrong@gmail.com,TRUE,180.5,Non-Buyers
4,0,17,0.034782609,0.046376812,0,0,Jul,3,2,1,5,Returning_Visitor,Gary Perkins,Sandersburgh,Tennessee,gary.perkins@gmail.com,FALSE,351,Non-Buyers
0,0,5,0,0.04,0,0,Mar,2,2,1,2,Returning_Visitor,Lisa Rodriguez,East Courtneyberg,North Carolina,lisa.rodriguez@gmail.com,FALSE,103,Non-Buyers
6,1,120,0.000226757,0.011948854,5.915342917,0,Aug,2,2,2,1,Returning_Visitor,Gina Hill,Alexland,Illinois,gina.hill@gmail.com,FALSE,2946.0190310000003,Non-Buyers
9,3,96,0.012378641,0.025287479,3.582981195,0,Sep,3,2,5,5,Returning_Visitor,William Sawyer,New Raymond,Maryland,william.sawyer@gmail.com,FALSE,4498.693569,Non-Buyers
0,0,3,0.2,0.2,0,0,Jul,1,1,3,3,Returning_Visitor,Deanna Stone,Beverlyhaven,North Dakota,deanna.stone@gmail.com,FALSE,0,Non-Buyers
0,0,16,0.1,0.125,0,0,Aug,3,2,3,5,Returning_Visitor,Briana Andrews,North Derek,North Carolina,briana.andrews@gmail.com,FALSE,161.15,Non-Buyers
6,1,10,0,0.004444444,0,0.6,May,1,1,1,2,Returning_Visitor,Jeffrey Holt,New Brandon,Iowa,jeffrey.holt@gmail.com,FALSE,712,Non-Buyers
0,0,8,0.041666667,0.070833333,0,0.4,May,2,2,5,1,Returning_Visitor,Eric Crosby,New Charles,Colorado,eric.crosby@gmail.com,FALSE,729,Non-Buyers
1,0,11,0,0.011688312,0,0,May,1,2,1,1,Returning_Visitor,Glenn Bush,Montoyafort,North Dakota,glenn.bush@gmail.com,FALSE,588,Non-Buyers
0,0,18,0.055555556,0.071428571,0,0,Mar,2,2,3,1,Returning_Visitor,Lance Campbell,Mendezfort,California,lance.campbell@gmail.com,FALSE,771.0833333,Non-Buyers
0,0,7,0.028571429,0.034285714,0,0,Mar,2,2,1,2,Returning_Visitor,Ann James,North Jessica,Georgia,ann.james@gmail.com,FALSE,39.25,Non-Buyers
0,0,35,0,0.012222222,3.70979448,0,Jul,2,2,3,4,Returning_Visitor,William Gomez,Robertsside,Arkansas,william.gomez@gmail.com,FALSE,536.7333333,Buyers
0,0,72,0.002857143,0.007277211,0,0,May,2,2,1,4,Returning_Visitor,Alan Nielsen,Michaelborough,Missouri,alan.nielsen@gmail.com,TRUE,1353.115146,Non-Buyers
4,0,27,0.007407407,0.033950617,0,0,May,1,1,1,3,Returning_Visitor,Jennifer Parrish,Andreaborough,North Dakota,jennifer.parrish@gmail.com,TRUE,523.5636364,Non-Buyers
1,2,9,0,0.066666667,0,0,Jun,4,2,3,4,Returning_Visitor,Lisa Bush,North Margaret,California,lisa.bush@gmail.com,FALSE,201.1666667,Non-Buyers
7,5,77,0,0.010341365,44.1286184,0,Nov,2,2,2,2,Returning_Visitor,Travis Howell,Tiffanyside,Minnesota,travis.howell@gmail.com,FALSE,2447.240404,Buyers
7,0,85,0.013768116,0.033907028,0,0,Oct,2,2,5,5,Returning_Visitor,Kevin Paul,North Antoniohaven,Maryland,kevin.paul@gmail.com,FALSE,6977.832093,Non-Buyers
2,0,85,0.002352941,0.016205882,0,0,Nov,2,2,1,2,Returning_Visitor,Jason Carrillo,South Emily,Kentucky,jason.carrillo@gmail.com,FALSE,4532.199416,Buyers
7,0,17,0,0.005555556,0,0,Mar,3,2,4,2,Returning_Visitor,Daniel Lamb,Port Christophermouth,Kentucky,daniel.lamb@gmail.com,FALSE,951.6666667,Non-Buyers
3,3,85,0,0.005699436,0.858361456,0,Aug,2,2,3,4,Returning_Visitor,Michael Floyd,Josephbury,Kansas,michael.floyd@gmail.com,FALSE,2118.1534659999998,Non-Buyers
0,0,1,0.2,0.2,0,0,Sep,1,5,1,1,Returning_Visitor,Jeffrey Hernandez,Lewismouth,Kentucky,jeffrey.hernandez@gmail.com,FALSE,0,Non-Buyers
0,0,14,0.037619048,0.04952381,0,0,Mar,2,5,3,1,Returning_Visitor,Alexa Melton,Floresburgh,Nebraska,alexa.melton@gmail.com,FALSE,565.3333333,Non-Buyers
5,0,3,0,0.014285714,0,0,Nov,3,2,4,2,New_Visitor,Elizabeth Garza,Lake Melissaberg,Minnesota,elizabeth.garza@gmail.com,FALSE,165.3333333,Non-Buyers
3,0,71,0.006103286,0.015796946,0,0,Nov,2,2,1,2,Returning_Visitor,Kyle Gross,West Davidside,Missouri,kyle.gross@gmail.com,FALSE,2216.088165,Non-Buyers
0,0,4,0,0.05,0,0,Mar,3,2,1,1,Returning_Visitor,Jeffrey Bates,Holmesmouth,West Virginia,jeffrey.bates@gmail.com,FALSE,151.5,Non-Buyers
5,2,291,0.00122631,0.008659512,9.013011371,0,May,2,2,1,4,Returning_Visitor,Crystal Parker,Wendyborough,Hawaii,crystal.parker@gmail.com,FALSE,12548.14802,Non-Buyers
5,0,36,0,0.005405405,0,0,Nov,2,2,3,2,Returning_Visitor,Wendy Rojas,Jonchester,Colorado,wendy.rojas@gmail.com,FALSE,1398.666666,Non-Buyers
0,0,41,0.007317073,0.030243902,0,0,Dec,2,2,1,1,Returning_Visitor,Elizabeth Hernandez,Fredericktown,North Carolina,elizabeth.hernandez@gmail.com,FALSE,1423.833333,Non-Buyers
0,0,62,0,0.003517665,0,0,Mar,1,1,1,3,Returning_Visitor,Jay Smith,Cindyhaven,Montana,jay.smith@gmail.com,TRUE,1136.60303,Non-Buyers
6,0,56,0.007494145,0.010650662,0,0,Nov,3,2,4,2,Returning_Visitor,Laura Thomas,Nicoleton,North Carolina,laura.thomas@gmail.com,TRUE,1046.793215,Buyers
3,0,22,0,0.004266667,0,0,May,3,3,1,5,Returning_Visitor,Ashley Fleming,Delgadotown,Tennessee,ashley.fleming@gmail.com,TRUE,925.6666667,Non-Buyers
1,0,61,0.009677419,0.01662531,0,0,Nov,2,2,1,5,Returning_Visitor,Samantha Waters,Laurenfurt,Utah,samantha.waters@gmail.com,FALSE,1934.225758,Non-Buyers
14,4,61,0.005615082,0.024507322,27.61615655,0,Oct,1,1,3,1,Returning_Visitor,Emily Garcia,South Edgarchester,Maryland,emily.garcia@gmail.com,FALSE,2654.6655406325303,Non-Buyers
0,0,12,0,0.016666667,0,0,Dec,8,1,3,1,Returning_Visitor,Joseph King,New Jasonbury,Alabama,joseph.king@gmail.com,TRUE,247,Non-Buyers
0,0,10,0,0.02,0,0,Nov,1,1,1,5,New_Visitor,Michael Jackson,Wuburgh,Maine,michael.jackson@gmail.com,TRUE,122.1666667,Non-Buyers
0,0,7,0.085714286,0.128571429,0,0,Aug,3,3,3,1,Returning_Visitor,Kenneth Miller,Rachelside,Washington,kenneth.miller@gmail.com,TRUE,159.2,Non-Buyers
12,0,181,0.01382199,0.023773007,0,1,May,3,2,2,5,Returning_Visitor,Richard Clark,Danielchester,Virginia,richard.clark@gmail.com,TRUE,4160.752683,Non-Buyers
0,0,32,0,0.010793651,0,0,Dec,2,2,1,5,Returning_Visitor,Joshua Higgins,Harrischester,Tennessee,joshua.higgins@gmail.com,FALSE,348.25,Non-Buyers
0,1,1,0,0.1,0,0.4,May,2,2,1,2,Returning_Visitor,Brandon Jackson,South Joshua,Idaho,brandon.jackson@gmail.com,FALSE,102,Non-Buyers
2,1,18,0,0.00952381,0,0,Mar,2,2,1,2,New_Visitor,Curtis Smith,Joditown,Oregon,curtis.smith@gmail.com,FALSE,1331.666667,Non-Buyers
3,4,31,0.000555556,0.021511104,6.938235354,0,Mar,2,2,1,2,Returning_Visitor,Anthony Rodriguez,New Christopherchester,New Jersey,anthony.rodriguez@gmail.com,FALSE,2117.56232,Non-Buyers
2,1,91,0.013285024,0.020476218,0,0,Nov,3,2,1,5,Returning_Visitor,Christine Swanson,Belindaland,New York,christine.swanson@gmail.com,TRUE,3420.448776,Buyers
9,3,37,0.019565217,0.038037998,0,0,Nov,3,2,5,3,Returning_Visitor,Gregory Banks,East Davidland,Connecticut,gregory.banks@gmail.com,FALSE,1872.9040816699999,Buyers
0,0,3,0,0.066666667,0,0,Nov,2,2,5,3,Returning_Visitor,John Brooks,South Brandon,Nevada,john.brooks@gmail.com,FALSE,21,Non-Buyers
0,0,12,0,0.02,0,0,Dec,3,2,4,1,Returning_Visitor,Michele Carpenter,Thomaston,Ohio,michele.carpenter@gmail.com,TRUE,412.875,Non-Buyers
3,1,27,0.036781609,0.047660099,0,0,May,1,2,1,3,Returning_Visitor,Melinda Berry,Lake Amanda,Connecticut,melinda.berry@gmail.com,TRUE,2455.390477,Non-Buyers
2,6,34,0,0.002439024,0,0,Oct,4,1,4,2,New_Visitor,Robert Arias,South Danabury,Maine,robert.arias@gmail.com,TRUE,1845.333333,Non-Buyers
10,2,51,0.007407407,0.019191919,0,0,May,2,2,1,1,Returning_Visitor,Jacob Griffith,Martinezton,New Mexico,jacob.griffith@gmail.com,FALSE,1036.505556,Non-Buyers
9,2,60,0,0.003030303,63.64653548,0,Dec,2,2,5,2,Returning_Visitor,Candice Hamilton,Kiarashire,Indiana,candice.hamilton@gmail.com,FALSE,1701.656981,Buyers
3,7,102,0.014102564,0.019800052,11.43180835,0,Sep,3,2,1,2,Returning_Visitor,David Green,Caitlinstad,Maryland,david.green@gmail.com,FALSE,3467.897468,Non-Buyers
4,0,91,0,0.00428729,0,0,Nov,2,2,5,5,New_Visitor,Jamie Schwartz,South Jeffrey,Alabama,jamie.schwartz@gmail.com,FALSE,1859.358683,Non-Buyers
1,0,103,0.034951923,0.044360501,0,0,Nov,3,2,1,5,Returning_Visitor,Joshua Harris,Pamelabury,Iowa,joshua.harris@gmail.com,FALSE,2434.779762,Non-Buyers
3,0,6,0,0.022222222,0,0,Dec,1,1,5,2,New_Visitor,Leah Travis,Stephenfurt,Hawaii,leah.travis@gmail.com,TRUE,247.75,Non-Buyers
0,0,7,0.042857143,0.1,0,0.8,May,2,4,1,3,Returning_Visitor,Donald Tyler,East Ivanstad,West Virginia,donald.tyler@gmail.com,FALSE,24,Non-Buyers
2,1,24,0.007407407,0.014814815,10.10222222,0,Mar,1,1,1,5,Returning_Visitor,Mark Warren,East Krista,Idaho,mark.warren@gmail.com,FALSE,1708.694444,Non-Buyers
11,0,81,0.011728395,0.02129074,0,0,Nov,3,2,1,2,Returning_Visitor,Barbara Bush,Amandamouth,New Jersey,barbara.bush@gmail.com,TRUE,2320.652501,Non-Buyers
2,0,13,0,0.016666667,0,0,Oct,1,1,3,2,Returning_Visitor,Rodney Navarro,Jasonhaven,Pennsylvania,rodney.navarro@gmail.com,TRUE,484.2666667,Non-Buyers
4,0,9,0.018181818,0.036363636,0,0,Jun,1,1,3,3,Returning_Visitor,Jesus Taylor,Carlstad,Hawaii,jesus.taylor@gmail.com,FALSE,333,Non-Buyers
0,0,2,0,0.1,0,0,Nov,1,1,1,3,Returning_Visitor,Evan Chaney,Reedhaven,Vermont,evan.chaney@gmail.com,FALSE,63.5,Non-Buyers
3,0,52,0,0.031188811,0,0,Nov,2,2,1,2,New_Visitor,Katherine Martin,Reyesmouth,Delaware,katherine.martin@gmail.com,FALSE,1810.216667,Non-Buyers
0,0,1,0.2,0.2,0,0,Feb,2,2,4,3,Returning_Visitor,Thomas Velazquez,Floresmouth,North Dakota,thomas.velazquez@gmail.com,FALSE,0,Non-Buyers
0,0,4,0,0.025,0,0,Dec,2,5,1,5,New_Visitor,Rachel Booker,Johnsonburgh,Maryland,rachel.booker@gmail.com,TRUE,86,Non-Buyers
4,0,32,0.008928571,0.0203125,50.82975,0,May,3,2,1,2,Returning_Visitor,Brittany Strickland,New Laurafort,New Hampshire,brittany.strickland@gmail.com,TRUE,1441.845238,Buyers
0,0,11,0.027272727,0.045454545,0,0,Nov,3,2,5,5,New_Visitor,Theresa Douglas,New Maria,North Carolina,theresa.douglas@gmail.com,TRUE,115.25,Non-Buyers
0,1,34,0.000840336,0.027777778,0,0,Nov,4,1,5,5,Returning_Visitor,Stacy Ellis,Andreafort,New York,stacy.ellis@gmail.com,FALSE,1189.053571,Non-Buyers
0,0,9,0,0.022222222,0,0,Dec,2,5,4,1,Returning_Visitor,Sue Boyd,North Timothyberg,Indiana,sue.boyd@gmail.com,FALSE,183.3333333,Non-Buyers
0,0,17,0.031932773,0.043075335,0,0,Mar,3,2,1,3,Returning_Visitor,James Ramirez,Pruittmouth,New Hampshire,james.ramirez@gmail.com,FALSE,933.4166667,Non-Buyers
0,0,20,0.005,0.034444444,0,0.8,May,1,1,1,3,Returning_Visitor,Richard Price,New Danielland,Arizona,richard.price@gmail.com,FALSE,2065.15,Non-Buyers
0,0,1,0.2,0.2,0,0,Mar,2,2,5,1,Returning_Visitor,Erika Herring,Ericberg,Florida,erika.herring@gmail.com,FALSE,0,Non-Buyers
0,0,8,0,0.0125,0,0,Mar,2,2,1,1,Returning_Visitor,Cathy Tucker,New Joe,Louisiana,cathy.tucker@gmail.com,FALSE,143,Non-Buyers
3,0,5,0,0.025,0,0,Dec,3,2,5,5,New_Visitor,Alyssa Zhang,Andreachester,Nebraska,alyssa.zhang@gmail.com,FALSE,252.5,Non-Buyers
12,2,33,0,0.020476926,5.730539288,0,Nov,2,2,2,1,Returning_Visitor,Brett Herrera,Sabrinaview,Utah,brett.herrera@gmail.com,FALSE,2553.130952,Non-Buyers
0,0,111,0.013636364,0.025515152,0,0,Dec,2,2,1,2,Returning_Visitor,Stanley Smith,South Richardview,Virginia,stanley.smith@gmail.com,FALSE,1624.75,Non-Buyers
2,0,89,0.003863636,0.01808048,0,0,Dec,1,1,1,3,Returning_Visitor,Richard Pacheco,North Sharon,California,richard.pacheco@gmail.com,FALSE,1979.496646,Non-Buyers
7,1,43,0.008333333,0.007777778,19.64189593,0,Nov,3,2,5,5,Returning_Visitor,Anna Castillo,New Brucetown,Wisconsin,anna.castillo@gmail.com,FALSE,2162.125238,Non-Buyers
2,0,12,0,0.014285714,0,0,Dec,2,2,3,2,Returning_Visitor,Jonathan Valdez,Lisamouth,Illinois,jonathan.valdez@gmail.com,FALSE,307.5,Non-Buyers
0,0,23,0.043478261,0.073913043,0,0.6,May,2,2,1,3,Returning_Visitor,Patrick Yang,Gregoryland,Oregon,patrick.yang@gmail.com,FALSE,282.5,Non-Buyers
0,0,3,0,0.066666667,0,0.2,May,1,1,3,3,Returning_Visitor,Gary Bruce,Kristinland,Rhode Island,gary.bruce@gmail.com,FALSE,15,Non-Buyers
0,0,26,0.005128205,0.042307692,0,0,Nov,3,2,4,5,Returning_Visitor,Samantha Rush,South Markshire,Washington,samantha.rush@gmail.com,TRUE,470.8166667,Non-Buyers
2,0,27,0.007692308,0.033230985,7.868980948,0,Nov,2,2,5,2,Returning_Visitor,Chris Weiss,East Sarahbury,Wisconsin,chris.weiss@gmail.com,FALSE,2980.466667,Buyers
6,0,9,0,0.015384615,70.31635146,0,Nov,2,2,3,2,New_Visitor,Ashley Reed,Lake Abigail,Nebraska,ashley.reed@gmail.com,FALSE,398.6333333,Buyers
0,0,21,0.033333333,0.04993081,0,0,Feb,3,2,2,1,Returning_Visitor,Cody Smith,Blankenshipside,Alaska,cody.smith@gmail.com,TRUE,615.8831169,Non-Buyers
0,0,3,0,0.066666667,0,0.6,May,2,2,5,1,Returning_Visitor,Austin Hall,Port Edwin,Pennsylvania,austin.hall@gmail.com,FALSE,16,Non-Buyers
0,0,6,0.05,0.066666667,0,0.2,Feb,1,1,1,3,Returning_Visitor,Evan Schneider,Alexatown,Maine,evan.schneider@gmail.com,FALSE,1566.5,Non-Buyers
6,0,56,0.001724138,0.015842912,0,0,Nov,1,1,1,5,Returning_Visitor,Tammie Wilson,Nelsonfurt,Washington,tammie.wilson@gmail.com,TRUE,884.4387254999999,Non-Buyers
1,2,12,0.00625,0.022916667,0,0,Nov,3,2,1,5,New_Visitor,Megan Henderson,East Jeff,Kentucky,megan.henderson@gmail.com,FALSE,518.5,Non-Buyers
0,0,9,0.022222222,0.055555556,0,0,Nov,2,4,4,2,Returning_Visitor,Nicholas Chen,Wilsonfurt,California,nicholas.chen@gmail.com,FALSE,719.5833333,Non-Buyers
5,0,20,0,0.015789474,0,0,Dec,1,1,1,3,Returning_Visitor,Clinton Stewart,Alexanderville,Kansas,clinton.stewart@gmail.com,TRUE,611.25,Non-Buyers
4,0,14,0,0.004444444,9.253161679,0,Sep,1,1,5,5,New_Visitor,Kevin Jones,Lake Kathryn,Kansas,kevin.jones@gmail.com,FALSE,685.8166667,Buyers
0,0,4,0,0.05,14.53547145,0,Jul,2,5,3,5,Returning_Visitor,Paula Chambers,East Brandonside,Michigan,paula.chambers@gmail.com,FALSE,313.8,Non-Buyers
0,0,1,0.2,0.2,0,0,Mar,2,2,3,3,Returning_Visitor,Felicia Moon,Obrienstad,Tennessee,felicia.moon@gmail.com,FALSE,0,Non-Buyers
0,0,4,0.1,0.15,0,0,May,1,1,3,3,Returning_Visitor,Patricia Acevedo,Daughertyhaven,Kansas,patricia.acevedo@gmail.com,TRUE,57,Non-Buyers
0,0,5,0,0.04,0,0,May,1,1,1,4,New_Visitor,Ricky Allison,North Michelletown,North Dakota,ricky.allison@gmail.com,FALSE,177.6666667,Non-Buyers
4,0,17,0.031578947,0.052631579,0,0,Nov,2,4,1,1,Returning_Visitor,Sharon Moody,South John,New Mexico,sharon.moody@gmail.com,FALSE,1152.083333,Non-Buyers
7,2,262,0.000425406,0.013069803,0,0,Jun,2,5,1,4,Returning_Visitor,Allison Jones,Smithtown,Washington,allison.jones@gmail.com,FALSE,6908.553333,Non-Buyers
0,0,5,0.04,0.053333333,0,0,Dec,1,1,3,2,Returning_Visitor,Dawn Leon,Kathrynmouth,Tennessee,dawn.leon@gmail.com,TRUE,89.5,Non-Buyers
0,0,17,0,0.055882353,0,0,May,2,2,2,4,Returning_Visitor,Christopher Farley,Lisaton,New Mexico,christopher.farley@gmail.com,TRUE,526.8333333,Non-Buyers
4,0,7,0.018181818,0.063636364,0,0,Oct,2,2,1,2,Returning_Visitor,Jessica Jones,Smithmouth,Idaho,jessica.jones@gmail.com,TRUE,481.4,Non-Buyers
7,0,15,0,0.011111111,0,0,Oct,2,2,1,2,New_Visitor,Charles Richards,Jenniferland,Delaware,charles.richards@gmail.com,FALSE,371.7,Non-Buyers
0,3,117,0.005932203,0.018995891,0,0,Nov,1,2,1,2,Returning_Visitor,Brooke Brown,North Glenda,Ohio,brooke.brown@gmail.com,TRUE,3274.002137,Non-Buyers
1,0,31,0.006896552,0.010344828,0,0,May,2,2,1,4,New_Visitor,Monica Jones,Rossville,Hawaii,monica.jones@gmail.com,FALSE,966.6666667,Non-Buyers
6,2,94,0.006122449,0.025340136,0,0,Nov,3,2,2,5,Returning_Visitor,Tyler Gomez,Aliton,North Dakota,tyler.gomez@gmail.com,FALSE,3418.684524,Non-Buyers
9,0,97,0.011455734,0.02697054,5.903402354316805,0,Aug,1,1,3,4,Returning_Visitor,Nathan Hamilton,Danielmouth,Oregon,nathan.hamilton@gmail.com,FALSE,2794.973462,Non-Buyers
0,1,29,0.006666667,0.013333333,0,0.8,May,2,2,5,5,Returning_Visitor,Lauren Crosby,Nancyside,Tennessee,lauren.crosby@gmail.com,FALSE,1008.946429,Non-Buyers
